Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Place Name,Time Period,Start_Date,Data Value
405277,383,Sulfur Dioxide (SO2),Mean,ppb,Borough Park,Winter 2015-16,12/01/2015,0.2
405278,383,Sulfur Dioxide (SO2),Mean,ppb,East Flatbush - Flatbush,Winter 2015-16,12/01/2015,0.21
405279,383,Sulfur Dioxide (SO2),Mean,ppb,Canarsie - Flatlands,Winter 2015-16,12/01/2015,0.18
405280,383,Sulfur Dioxide (SO2),Mean,ppb,Bensonhurst - Bay Ridge,Winter 2015-16,12/01/2015,0.17
405281,383,Sulfur Dioxide (SO2),Mean,ppb,Coney Island - Sheepshead Bay,Winter 2015-16,12/01/2015,0.18
405282,383,Sulfur Dioxide (SO2),Mean,ppb,Williamsburg - Bushwick,Winter 2015-16,12/01/2015,0.22
405283,383,Sulfur Dioxide (SO2),Mean,ppb,Washington Heights,Winter 2015-16,12/01/2015,0.5
405284,383,Sulfur Dioxide (SO2),Mean,ppb,Central Harlem - Morningside Heights,Winter 2015-16,12/01/2015,0.35
405285,383,Sulfur Dioxide (SO2),Mean,ppb,East Harlem,Winter 2015-16,12/01/2015,0.3
405286,383,Sulfur Dioxide (SO2),Mean,ppb,Upper West Side,Winter 2015-16,12/01/2015,0.44
405287,383,Sulfur Dioxide (SO2),Mean,ppb,Long Island City - Astoria,Winter 2015-16,12/01/2015,0.24
405288,383,Sulfur Dioxide (SO2),Mean,ppb,West Queens,Winter 2015-16,12/01/2015,0.25
405289,383,Sulfur Dioxide (SO2),Mean,ppb,Flushing - Clearview,Winter 2015-16,12/01/2015,0.27
405290,383,Sulfur Dioxide (SO2),Mean,ppb,Ridgewood - Forest Hills,Winter 2015-16,12/01/2015,0.23
405291,383,Sulfur Dioxide (SO2),Mean,ppb,Southwest Queens,Winter 2015-16,12/01/2015,0.23
405292,383,Sulfur Dioxide (SO2),Mean,ppb,Jamaica,Winter 2015-16,12/01/2015,0.25
405293,383,Sulfur Dioxide (SO2),Mean,ppb,Southeast Queens,Winter 2015-16,12/01/2015,0.26
405294,383,Sulfur Dioxide (SO2),Mean,ppb,Rockaways,Winter 2015-16,12/01/2015,0.2
405295,383,Sulfur Dioxide (SO2),Mean,ppb,Upper East Side-Gramercy,Winter 2015-16,12/01/2015,0.43
405296,383,Sulfur Dioxide (SO2),Mean,ppb,Chelsea-Village,Winter 2015-16,12/01/2015,0.34
405297,383,Sulfur Dioxide (SO2),Mean,ppb,Union Square-Lower Manhattan,Winter 2015-16,12/01/2015,0.29
405298,383,Sulfur Dioxide (SO2),Mean,ppb,Bayside Little Neck-Fresh Meadows,Winter 2015-16,12/01/2015,0.26
405299,383,Sulfur Dioxide (SO2),Mean,ppb,Northern SI,Winter 2015-16,12/01/2015,0.13
405300,383,Sulfur Dioxide (SO2),Mean,ppb,Southern SI,Winter 2015-16,12/01/2015,0.11
405301,383,Sulfur Dioxide (SO2),Mean,ppb,South Bronx,Winter 2015-16,12/01/2015,0.34
405302,383,Sulfur Dioxide (SO2),Mean,ppb,New York City,Winter 2015-16,12/01/2015,0.23
405303,383,Sulfur Dioxide (SO2),Mean,ppb,Financial District (CD1),Winter 2015-16,12/01/2015,0.21
405304,383,Sulfur Dioxide (SO2),Mean,ppb,Greenwich Village and Soho (CD2),Winter 2015-16,12/01/2015,0.36
405305,383,Sulfur Dioxide (SO2),Mean,ppb,Lower East Side and Chinatown (CD3),Winter 2015-16,12/01/2015,0.29
405306,383,Sulfur Dioxide (SO2),Mean,ppb,Clinton and Chelsea (CD4),Winter 2015-16,12/01/2015,0.31
405307,383,Sulfur Dioxide (SO2),Mean,ppb,Midtown (CD5),Winter 2015-16,12/01/2015,0.43
405308,383,Sulfur Dioxide (SO2),Mean,ppb,Stuyvesant Town and Turtle Bay (CD6),Winter 2015-16,12/01/2015,0.38
405309,383,Sulfur Dioxide (SO2),Mean,ppb,Upper West Side (CD7),Winter 2015-16,12/01/2015,0.44
405310,383,Sulfur Dioxide (SO2),Mean,ppb,Upper East Side (CD8),Winter 2015-16,12/01/2015,0.45
405311,383,Sulfur Dioxide (SO2),Mean,ppb,Morningside Heights and Hamilton Heights (CD9),Winter 2015-16,12/01/2015,0.39
405312,383,Sulfur Dioxide (SO2),Mean,ppb,Central Harlem (CD10),Winter 2015-16,12/01/2015,0.36
405313,383,Sulfur Dioxide (SO2),Mean,ppb,East Harlem (CD11),Winter 2015-16,12/01/2015,0.3
405314,383,Sulfur Dioxide (SO2),Mean,ppb,Washington Heights and Inwood (CD12),Winter 2015-16,12/01/2015,0.51
405315,383,Sulfur Dioxide (SO2),Mean,ppb,Mott Haven and Melrose (CD1),Winter 2015-16,12/01/2015,0.26
405316,383,Sulfur Dioxide (SO2),Mean,ppb,Hunts Point and Longwood (CD2),Winter 2015-16,12/01/2015,0.25
405317,383,Sulfur Dioxide (SO2),Mean,ppb,Morrisania and Crotona (CD3),Winter 2015-16,12/01/2015,0.32
405318,383,Sulfur Dioxide (SO2),Mean,ppb,Highbridge and Concourse (CD4),Winter 2015-16,12/01/2015,0.45
405319,383,Sulfur Dioxide (SO2),Mean,ppb,Fordham and University Heights (CD5),Winter 2015-16,12/01/2015,0.57
405320,383,Sulfur Dioxide (SO2),Mean,ppb,Belmont and East Tremont (CD6),Winter 2015-16,12/01/2015,0.38
405321,383,Sulfur Dioxide (SO2),Mean,ppb,Kingsbridge Heights and Bedford (CD7),Winter 2015-16,12/01/2015,0.55
405322,383,Sulfur Dioxide (SO2),Mean,ppb,Riverdale and Fieldston (CD8),Winter 2015-16,12/01/2015,0.3
405323,383,Sulfur Dioxide (SO2),Mean,ppb,Parkchester and Soundview (CD9),Winter 2015-16,12/01/2015,0.29
405324,383,Sulfur Dioxide (SO2),Mean,ppb,Throgs Neck and Co-op City (CD10),Winter 2015-16,12/01/2015,0.26
405325,383,Sulfur Dioxide (SO2),Mean,ppb,Morris Park and Bronxdale (CD11),Winter 2015-16,12/01/2015,0.31
405326,383,Sulfur Dioxide (SO2),Mean,ppb,Williamsbridge and Baychester (CD12),Winter 2015-16,12/01/2015,0.31
405327,383,Sulfur Dioxide (SO2),Mean,ppb,Greenpoint and Williamsburg (CD1),Winter 2015-16,12/01/2015,0.2
405328,383,Sulfur Dioxide (SO2),Mean,ppb,Fort Greene and Brooklyn Heights (CD2),Winter 2015-16,12/01/2015,0.19
405329,383,Sulfur Dioxide (SO2),Mean,ppb,Bedford Stuyvesant (CD3),Winter 2015-16,12/01/2015,0.21
405330,383,Sulfur Dioxide (SO2),Mean,ppb,Bushwick (CD4),Winter 2015-16,12/01/2015,0.22
405331,383,Sulfur Dioxide (SO2),Mean,ppb,East New York and Starrett City (CD5),Winter 2015-16,12/01/2015,0.21
405332,383,Sulfur Dioxide (SO2),Mean,ppb,Park Slope and Carroll Gardens (CD6),Winter 2015-16,12/01/2015,0.17
405333,383,Sulfur Dioxide (SO2),Mean,ppb,Sunset Park (CD7),Winter 2015-16,12/01/2015,0.17
405334,383,Sulfur Dioxide (SO2),Mean,ppb,Crown Heights and Prospect Heights (CD8),Winter 2015-16,12/01/2015,0.21
405335,383,Sulfur Dioxide (SO2),Mean,ppb,South Crown Heights and Lefferts Gardens (CD9),Winter 2015-16,12/01/2015,0.22
405336,383,Sulfur Dioxide (SO2),Mean,ppb,Bay Ridge and Dyker Heights (CD10),Winter 2015-16,12/01/2015,0.16
405337,383,Sulfur Dioxide (SO2),Mean,ppb,Bensonhurst (CD11),Winter 2015-16,12/01/2015,0.18
405338,383,Sulfur Dioxide (SO2),Mean,ppb,Borough Park (CD12),Winter 2015-16,12/01/2015,0.2
405339,383,Sulfur Dioxide (SO2),Mean,ppb,Coney Island (CD13),Winter 2015-16,12/01/2015,0.17
405340,383,Sulfur Dioxide (SO2),Mean,ppb,Flatbush and Midwood (CD14),Winter 2015-16,12/01/2015,0.21
405341,383,Sulfur Dioxide (SO2),Mean,ppb,Sheepshead Bay (CD15),Winter 2015-16,12/01/2015,0.18
405342,383,Sulfur Dioxide (SO2),Mean,ppb,Brownsville (CD16),Winter 2015-16,12/01/2015,0.21
405343,383,Sulfur Dioxide (SO2),Mean,ppb,East Flatbush (CD17),Winter 2015-16,12/01/2015,0.21
405344,383,Sulfur Dioxide (SO2),Mean,ppb,Flatlands and Canarsie (CD18),Winter 2015-16,12/01/2015,0.18
405345,383,Sulfur Dioxide (SO2),Mean,ppb,Long Island City and Astoria (CD1),Winter 2015-16,12/01/2015,0.24
405346,383,Sulfur Dioxide (SO2),Mean,ppb,Woodside and Sunnyside (CD2),Winter 2015-16,12/01/2015,0.22
405347,383,Sulfur Dioxide (SO2),Mean,ppb,Jackson Heights (CD3),Winter 2015-16,12/01/2015,0.28
405348,383,Sulfur Dioxide (SO2),Mean,ppb,Elmhurst and Corona (CD4),Winter 2015-16,12/01/2015,0.3
405349,383,Sulfur Dioxide (SO2),Mean,ppb,Ridgewood and Maspeth (CD5),Winter 2015-16,12/01/2015,0.21
405350,383,Sulfur Dioxide (SO2),Mean,ppb,Rego Park and Forest Hills (CD6),Winter 2015-16,12/01/2015,0.26
405351,383,Sulfur Dioxide (SO2),Mean,ppb,Flushing and Whitestone (CD7),Winter 2015-16,12/01/2015,0.26
405352,383,Sulfur Dioxide (SO2),Mean,ppb,Hillcrest and Fresh Meadows (CD8),Winter 2015-16,12/01/2015,0.26
405353,383,Sulfur Dioxide (SO2),Mean,ppb,Kew Gardens and Woodhaven (CD9),Winter 2015-16,12/01/2015,0.24
405354,383,Sulfur Dioxide (SO2),Mean,ppb,South Ozone Park and Howard Beach (CD10),Winter 2015-16,12/01/2015,0.22
405355,383,Sulfur Dioxide (SO2),Mean,ppb,Bayside and Little Neck (CD11),Winter 2015-16,12/01/2015,0.27
405356,383,Sulfur Dioxide (SO2),Mean,ppb,Jamaica and Hollis (CD12),Winter 2015-16,12/01/2015,0.25
405357,383,Sulfur Dioxide (SO2),Mean,ppb,Queens Village (CD13),Winter 2015-16,12/01/2015,0.26
405358,383,Sulfur Dioxide (SO2),Mean,ppb,Rockaway and Broad Channel (CD14),Winter 2015-16,12/01/2015,0.2
405359,383,Sulfur Dioxide (SO2),Mean,ppb,St. George and Stapleton (CD1),Winter 2015-16,12/01/2015,0.13
405360,383,Sulfur Dioxide (SO2),Mean,ppb,South Beach and Willowbrook (CD2),Winter 2015-16,12/01/2015,0.12
405361,383,Sulfur Dioxide (SO2),Mean,ppb,Tottenville and Great Kills (CD3),Winter 2015-16,12/01/2015,0.11
410720,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bronx,Winter 2015-16,12/01/2015,8.4
410721,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bronx,Summer 2016,05/31/2016,8.29
410722,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bronx,Annual Average 2016,12/31/2015,7.75
410723,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Brooklyn,Winter 2015-16,12/01/2015,8.42
410724,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Brooklyn,Summer 2016,05/31/2016,8.32
410725,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Brooklyn,Annual Average 2016,12/31/2015,7.76
410726,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Manhattan,Winter 2015-16,12/01/2015,9.45
410727,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Manhattan,Summer 2016,05/31/2016,9.49
410728,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Manhattan,Annual Average 2016,12/31/2015,8.97
410729,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Queens,Winter 2015-16,12/01/2015,7.59
410730,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Queens,Summer 2016,05/31/2016,7.75
410731,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Queens,Annual Average 2016,12/31/2015,7.17
410732,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Staten Island,Winter 2015-16,12/01/2015,7.46
410733,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Staten Island,Summer 2016,05/31/2016,7.8
410734,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Staten Island,Annual Average 2016,12/31/2015,6.84
410735,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Kingsbridge - Riverdale,Winter 2015-16,12/01/2015,8.41
410736,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Kingsbridge - Riverdale,Summer 2016,05/31/2016,7.95
410737,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Kingsbridge - Riverdale,Annual Average 2016,12/31/2015,7.5
410738,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Northeast Bronx,Winter 2015-16,12/01/2015,8.31
410739,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Northeast Bronx,Summer 2016,05/31/2016,7.93
410740,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Northeast Bronx,Annual Average 2016,12/31/2015,7.55
410741,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Fordham - Bronx Pk,Winter 2015-16,12/01/2015,8.33
410742,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Fordham - Bronx Pk,Summer 2016,05/31/2016,8.05
410743,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Fordham - Bronx Pk,Annual Average 2016,12/31/2015,7.57
410744,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Pelham - Throgs Neck,Winter 2015-16,12/01/2015,8.07
410745,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Pelham - Throgs Neck,Summer 2016,05/31/2016,8.06
410746,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Pelham - Throgs Neck,Annual Average 2016,12/31/2015,7.5
410747,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Crotona -Tremont,Winter 2015-16,12/01/2015,8.82
410748,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Crotona -Tremont,Summer 2016,05/31/2016,8.8
410749,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Crotona -Tremont,Annual Average 2016,12/31/2015,8.18
410750,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,High Bridge - Morrisania,Winter 2015-16,12/01/2015,8.71
410751,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,High Bridge - Morrisania,Summer 2016,05/31/2016,8.85
410752,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,High Bridge - Morrisania,Annual Average 2016,12/31/2015,8.16
410753,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Hunts Point - Mott Haven,Winter 2015-16,12/01/2015,8.75
410754,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Hunts Point - Mott Haven,Summer 2016,05/31/2016,8.97
410755,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Hunts Point - Mott Haven,Annual Average 2016,12/31/2015,8.26
410756,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Greenpoint,Winter 2015-16,12/01/2015,10.19
410757,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Greenpoint,Summer 2016,05/31/2016,9.8
410758,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Greenpoint,Annual Average 2016,12/31/2015,9.46
410759,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Downtown - Heights - Slope,Winter 2015-16,12/01/2015,9.84
410760,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Downtown - Heights - Slope,Summer 2016,05/31/2016,9.15
410761,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Downtown - Heights - Slope,Annual Average 2016,12/31/2015,8.86
410762,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bedford Stuyvesant - Crown Heights,Winter 2015-16,12/01/2015,8.75
410763,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bedford Stuyvesant - Crown Heights,Summer 2016,05/31/2016,8.28
410764,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bedford Stuyvesant - Crown Heights,Annual Average 2016,12/31/2015,7.94
410765,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East New York,Winter 2015-16,12/01/2015,8.42
410766,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East New York,Summer 2016,05/31/2016,8.27
410767,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East New York,Annual Average 2016,12/31/2015,7.8
410768,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Sunset Park,Winter 2015-16,12/01/2015,9.32
410769,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Sunset Park,Summer 2016,05/31/2016,8.93
410770,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Sunset Park,Annual Average 2016,12/31/2015,8.4
410771,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough Park,Winter 2015-16,12/01/2015,8.15
410772,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough Park,Summer 2016,05/31/2016,8.08
410773,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough Park,Annual Average 2016,12/31/2015,7.45
410774,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Flatbush - Flatbush,Winter 2015-16,12/01/2015,8.37
410775,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Flatbush - Flatbush,Summer 2016,05/31/2016,8.12
410776,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Flatbush - Flatbush,Annual Average 2016,12/31/2015,7.64
410777,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Canarsie - Flatlands,Winter 2015-16,12/01/2015,7.6
410778,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Canarsie - Flatlands,Summer 2016,05/31/2016,7.77
410779,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Canarsie - Flatlands,Annual Average 2016,12/31/2015,7.12
410780,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bensonhurst - Bay Ridge,Winter 2015-16,12/01/2015,7.71
410781,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bensonhurst - Bay Ridge,Summer 2016,05/31/2016,7.94
410782,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bensonhurst - Bay Ridge,Annual Average 2016,12/31/2015,7.11
410783,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Coney Island - Sheepshead Bay,Winter 2015-16,12/01/2015,7.03
410784,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Coney Island - Sheepshead Bay,Summer 2016,05/31/2016,7.66
410785,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Coney Island - Sheepshead Bay,Annual Average 2016,12/31/2015,6.75
410786,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Williamsburg - Bushwick,Winter 2015-16,12/01/2015,9.44
410787,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Williamsburg - Bushwick,Summer 2016,05/31/2016,8.99
410788,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Williamsburg - Bushwick,Annual Average 2016,12/31/2015,8.67
410789,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Washington Heights,Winter 2015-16,12/01/2015,8.5
410790,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Washington Heights,Summer 2016,05/31/2016,8.45
410791,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Washington Heights,Annual Average 2016,12/31/2015,7.81
410792,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Central Harlem - Morningside Heights,Winter 2015-16,12/01/2015,8.42
410793,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Central Harlem - Morningside Heights,Summer 2016,05/31/2016,8.67
410794,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Central Harlem - Morningside Heights,Annual Average 2016,12/31/2015,7.95
410795,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Harlem,Winter 2015-16,12/01/2015,8.59
410796,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Harlem,Summer 2016,05/31/2016,8.9
410797,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,East Harlem,Annual Average 2016,12/31/2015,8.19
410798,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper West Side,Winter 2015-16,12/01/2015,8.85
410799,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper West Side,Summer 2016,05/31/2016,9.12
410800,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper West Side,Annual Average 2016,12/31/2015,8.49
410801,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper East Side,Winter 2015-16,12/01/2015,9.31
410802,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper East Side,Summer 2016,05/31/2016,9.66
410803,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Upper East Side,Annual Average 2016,12/31/2015,9.07
410804,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Chelsea - Clinton,Winter 2015-16,12/01/2015,10.66
410805,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Chelsea - Clinton,Summer 2016,05/31/2016,10.75
410806,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Chelsea - Clinton,Annual Average 2016,12/31/2015,10.32
410807,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Gramercy Park - Murray Hill,Winter 2015-16,12/01/2015,10.99
410808,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Gramercy Park - Murray Hill,Summer 2016,05/31/2016,11.17
410809,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Gramercy Park - Murray Hill,Annual Average 2016,12/31/2015,10.76
410810,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Greenwich Village - SoHo,Winter 2015-16,12/01/2015,10.21
410811,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Greenwich Village - SoHo,Summer 2016,05/31/2016,9.84
410812,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Greenwich Village - SoHo,Annual Average 2016,12/31/2015,9.52
410813,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Union Square - Lower East Side,Winter 2015-16,12/01/2015,9.71
410814,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Union Square - Lower East Side,Summer 2016,05/31/2016,9.32
410815,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Union Square - Lower East Side,Annual Average 2016,12/31/2015,9.02
410816,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Lower Manhattan,Winter 2015-16,12/01/2015,10.28
410817,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Lower Manhattan,Summer 2016,05/31/2016,9.8
410818,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Lower Manhattan,Annual Average 2016,12/31/2015,9.53
410819,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Long Island City - Astoria,Winter 2015-16,12/01/2015,9.1
410820,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Long Island City - Astoria,Summer 2016,05/31/2016,9.23
410821,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Long Island City - Astoria,Annual Average 2016,12/31/2015,8.65
410822,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,West Queens,Winter 2015-16,12/01/2015,8.6
410823,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,West Queens,Summer 2016,05/31/2016,8.71
410824,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,West Queens,Annual Average 2016,12/31/2015,8.14
410825,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Flushing - Clearview,Winter 2015-16,12/01/2015,7.68
410826,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Flushing - Clearview,Summer 2016,05/31/2016,7.8
410827,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Flushing - Clearview,Annual Average 2016,12/31/2015,7.22
410828,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bayside - Little Neck,Winter 2015-16,12/01/2015,7.37
410829,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bayside - Little Neck,Summer 2016,05/31/2016,7.38
410830,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Bayside - Little Neck,Annual Average 2016,12/31/2015,6.88
410831,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Ridgewood - Forest Hills,Winter 2015-16,12/01/2015,8.12
410832,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Ridgewood - Forest Hills,Summer 2016,05/31/2016,8.05
410833,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Ridgewood - Forest Hills,Annual Average 2016,12/31/2015,7.56
410834,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Fresh Meadows,Winter 2015-16,12/01/2015,7.5
410835,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Fresh Meadows,Summer 2016,05/31/2016,7.59
410836,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Fresh Meadows,Annual Average 2016,12/31/2015,7.03
410837,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southwest Queens,Winter 2015-16,12/01/2015,7.51
410838,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southwest Queens,Summer 2016,05/31/2016,7.59
410839,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southwest Queens,Annual Average 2016,12/31/2015,7.02
410840,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Jamaica,Winter 2015-16,12/01/2015,7.42
410841,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Jamaica,Summer 2016,05/31/2016,7.57
410842,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Jamaica,Annual Average 2016,12/31/2015,6.99
410843,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southeast Queens,Winter 2015-16,12/01/2015,6.89
410844,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southeast Queens,Summer 2016,05/31/2016,7.06
410845,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Southeast Queens,Annual Average 2016,12/31/2015,6.51
410846,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Rockaways,Winter 2015-16,12/01/2015,5.92
410847,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Rockaways,Summer 2016,05/31/2016,6.87
410848,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Rockaways,Annual Average 2016,12/31/2015,5.98
410849,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Port Richmond,Winter 2015-16,12/01/2015,8.12
410850,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Port Richmond,Summer 2016,05/31/2016,8.22
410851,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Port Richmond,Annual Average 2016,12/31/2015,7.3
410852,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Stapleton - St. George,Winter 2015-16,12/01/2015,7.43
